"FOR_TYPE","Category","id","lon","lat","FOR_CAT","FOREST","arf28","ase28","amaxt28","amint28","dist_cfa","dist_camp","aws_m1","dist_road","year","month","day"
"Eucalypt Medium Open","lightning",591,149.25,-37.72,"Native forest",1,1.078571429,21.48928571,27.05357143,17.39642857,18695.91558,10173.44877,2.929540108,356.9326361,2020,1,10
"Eucalypt Medium Closed","lightning",592,149.25,-37.6,"Native forest",1,1.078571429,21.48928571,27.05357143,17.39642857,9280.469543,4008.650986,2.929540108,660.5583475,2020,1,10
"Other native forest","lightning",593,149.2,-37.68,"Native forest",1,1.078571429,21.48928571,27.05357143,17.39642857,12818.17819,7403.669753,2.929540108,785.5550174,2020,1,10
"Eucalypt Tall Open","lightning",594,149.17999,-37.52,"Native forest",1,2.107142857,19.67142857,26.96428571,14.83571429,6185.87238,9902.533528,2.929540108,288.2957912,2020,1,10
"Other native forest","lightning",595,149.08,-37.72,"Native forest",1,1.078571429,21.48928571,27.05357143,17.39642857,11306.3319,4322.329567,2.929540108,3617.415386,2020,1,10
"Eucalypt Tall Open","lightning",596,149.6799967,-37.42666333,"Native forest",1,1.628571429,20.76785714,25.46071429,17.53571429,6045.952643,39721.40397,2.929540108,173.9633708,2020,1,10
"Eucalypt Tall Open","lightning",597,147.7542857,-36.37428571,"Native forest",1,1.053571429,21.76071429,32.30357143,13.85714286,11800.17476,11921.67848,4.332080148,624.3831743,2020,1,10
"Eucalypt Medium Open","lightning",598,149.4466633,-37.31333333,"Native forest",1,2.107142857,19.57142857,26.65714286,14.25714286,27948.44183,32384.94667,2.929540108,2212.943114,2020,1,11
"Eucalypt Medium Open","lightning",599,149.34,-37.3,"Native forest",1,2.107142857,19.57142857,26.65714286,14.25714286,34480.23979,22801.01544,2.929540108,1118.160307,2020,1,11
"Eucalypt Medium Open","lightning",600,148.0885771,-36.60571286,"Native forest",1,1.053571429,21.62142857,32.12857143,13.57857143,22645.9308,15582.84292,4.332080148,1955.684021,2020,1,11
"Other forest  unallocated type","lightning",601,146.64,-36.74,"Other forest",1,2.435714286,23.45,32.375,14.3,10939.5842,9296.737225,4.068323355,328.8473805,2020,1,11
"Eucalypt Medium Woodland","lightning",602,148.135,-36.825,"Native forest",1,0.857142857,20.09642857,25.76428571,12.12857143,38937.24182,37663.08956,4.332080148,220.2203418,2020,1,11
"Eucalypt Medium Open","lightning",603,148.110005,-36.75999,"Native forest",1,0.857142857,20.09642857,25.76428571,12.12857143,33551.44425,30212.18142,4.332080148,1527.963517,2020,1,11
"Eucalypt Medium Open","lightning",604,148.0349975,-36.365,"Native forest",1,1.053571429,21.62142857,32,13.56785714,9439.964752,10089.84304,4.332080148,22.14372972,2020,1,11
"Eucalypt Medium Open","lightning",605,146.6285714,-36.86857143,"Native forest",1,3.228571429,23.45,25.35357143,12.16071429,19246.76592,4611.267573,5.250054803,1318.703575,2020,1,11
"Eucalypt Medium Open","lightning",606,149.795998,-37.472,"Native forest",1,1.542857143,20.13571429,23.27142857,17.325,10656.89549,48040.82887,2.929540108,356.4092842,2020,1,11
"Eucalypt Tall Open","lightning",607,147.7066667,-36.45333,"Native forest",1,1.235714286,22.72142857,29.98214286,14.37142857,21198.49109,7034.659667,4.332080148,526.0064286,2020,1,11
"Eucalypt Tall Open","lightning",608,148.14,-36.62,"Native forest",1,1.053571429,21.62142857,32.12857143,13.57857143,19811.81796,20258.44247,4.332080148,1529.600929,2020,1,11
"Eucalypt Medium Open","lightning",609,148.08,-36.8,"Native forest",1,0.857142857,20.09642857,25.76428571,12.12857143,38745.32954,33162.91719,4.332080148,233.3057751,2020,1,11
"Eucalypt Medium Open","lightning",610,147.72,-36.54,"Native forest",1,1.235714286,22.72142857,29.98214286,14.37142857,19976.50554,8467.551367,4.332080148,1603.610268,2020,1,11
"Non forest","lightning",611,147.94,-36.269995,"Non forest",0,1.053571429,21.62142857,32,13.56785714,8785.623451,7482.368151,4.332080148,133.7783542,2020,1,11
"Eucalypt Medium Open","lightning",612,148.14,-36.5,"Native forest",1,1.053571429,21.62142857,32.12857143,13.57857143,14980.7549,17122.97734,4.332080148,229.804537,2020,1,11
"Eucalypt Tall Open","lightning",613,147.49,-37.53,"Native forest",1,0.957142857,19.72857143,27.17857143,14.49642857,25508.29989,9900.728446,4.068323355,68.43888192,2020,1,11
"Eucalypt Medium Open","accident",614,146.6999967,-36.769995,"Native forest",1,3.228571429,23.45,24.81428571,11.53214286,13209.51719,6729.020408,4.068323355,5.770474424,2020,1,11
"Eucalypt Medium Woodland","lightning",615,147.84,-36.749995,"Native forest",1,1.214285714,22.72142857,30.02142857,14.19642857,25872.21801,22493.64379,4.332080148,295.6498665,2020,1,11
"Eucalypt Medium Closed","lightning",616,146.59334,-36.74666333,"Native forest",1,2.435714286,23.45,32.375,14.3,13849.63389,10333.33125,4.068323355,466.6515972,2020,1,11
"Eucalypt Medium Open","accident",617,146.864,-36.848,"Native forest",1,2.992857143,22.23571429,17.22142857,8.867857143,16048.12534,877.0791211,4.068323355,755.4210701,2020,1,12
"Eucalypt Medium Open","lightning",618,148.2,-36.68,"Native forest",1,0.85,20.35357143,25.68928571,11.99285714,21862.06353,28519.64739,4.332080148,6753.138068,2020,1,12
"Eucalypt Medium Open","lightning",619,147.48,-37.01,"Native forest",1,1.985714286,21.70714286,27.71071429,11.33928571,3487.925379,18537.85456,2.929540108,540.893465,2020,1,12
"Eucalypt Medium Open","lightning",620,148.82001,-37.7,"Native forest",1,0.4,20.59285714,26.89285714,15.18571429,14217.9485,12460.41499,4.068323355,478.6474051,2020,1,12
"Eucalypt Medium Open","lightning",621,146.6974963,-36.995,"Native forest",1,2.221428571,21.87857143,18.36785714,10.04642857,27765.03618,7628.431152,5.250054803,1657.712551,2020,1,12
"Eucalypt Medium Open","lightning",622,148.54,-37.48,"Native forest",1,0.4,20.59285714,26.89285714,15.18571429,21836.50418,19752.37718,2.929540108,160.217733,2020,1,12
"Eucalypt Medium Open","lightning",623,148.1200025,-37.01,"Native forest",1,0.85,20.35357143,25.68928571,11.99285714,23708.32894,27483.90385,2.929540108,829.2397111,2020,1,12
"Eucalypt Medium Open","lightning",624,147.84,-36.7,"Native forest",1,1.214285714,22.75357143,29.92142857,13.96071429,30886.61219,16989.92431,4.332080148,1503.574331,2020,1,12
"Eucalypt Tall Open","lightning",625,149.144,-37.728,"Native forest",1,1.078571429,21.76428571,27.01071429,17.08214286,17450.26962,916.6003234,2.929540108,896.7966446,2020,1,12
"Other native forest","lightning",626,148.89999,-37.78,"Native forest",1,1.078571429,21.76428571,27.01071429,17.08214286,6133.612337,21598.21978,4.068323355,127.156836,2020,1,12
"Eucalypt Medium Open","accident",627,146.94,-36.929995,"Native forest",1,2.992857143,22.23571429,17.22142857,8.867857143,11573.45777,1339.824591,4.068323355,215.3390531,2020,1,12
"Eucalypt Medium Open","lightning",628,148.98,-37.7,"Native forest",1,1.078571429,21.76428571,27.01071429,17.08214286,6526.407803,13370.61422,2.929540108,862.9790398,2020,1,12
"Eucalypt Tall Closed","lightning",629,147.78,-36.589995,"Native forest",1,1.214285714,22.75357143,30.15,14.15,26096.90812,7310.591787,4.332080148,256.7854193,2020,1,12
"Eucalypt Medium Open","lightning",630,148.4333317,-37.41666333,"Native forest",1,0.85,20.35357143,25.68928571,11.99285714,25157.5889,16952.2013,2.929540108,57.3523995,2020,1,12
"Eucalypt Medium Open","lightning",631,148.12,-37.19,"Native forest",1,0.85,20.35357143,25.68928571,11.99285714,13267.38707,10152.04615,2.929540108,3109.09554,2020,1,12
"Eucalypt Medium Open","lightning",632,147.7,-37.34,"Native forest",1,1.985714286,21.70714286,27.71071429,11.33928571,8658.162111,10281.85198,4.068323355,496.9295113,2020,1,12
"Eucalypt Medium Open","lightning",633,148.10001,-37.48,"Native forest",1,1.007142857,20.40714286,26.09285714,15.41071429,6838.881739,11184.03264,4.068323355,738.455958,2020,1,12
"Eucalypt Low Open","accident",634,147,-37.04,"Native forest",1,2.992857143,22.23571429,17.22142857,8.867857143,14350.18579,10398.17152,5.250054803,37.85556671,2020,1,12
"Eucalypt Medium Open","lightning",635,146.78,-37.03,"Native forest",1,3.321428571,22.23571429,17.25714286,8.928571429,29358.29931,9494.774059,5.250054803,297.6662739,2020,1,12
"Eucalypt Medium Open","lightning",636,148.050005,-36.38,"Native forest",1,1.053571429,21.68571429,31.78571429,13.28214286,11279.60556,11753.09643,4.332080148,539.4833001,2020,1,12
"Eucalypt Medium Open","lightning",637,149.283998,-37.587994,"Native forest",1,1.078571429,21.76428571,27.01071429,17.08214286,11899.0196,2360.64589,2.929540108,718.6356152,2020,1,12
"Other native forest","lightning",638,149.07,-37.72,"Native forest",1,1.078571429,21.04285714,26.75714286,17.06428571,10477.72755,5213.440307,2.929540108,3249.773949,2020,1,13
"Eucalypt Tall Open","lightning",639,147.2933267,-37.28666667,"Native forest",1,2.007142857,21.20357143,27.24285714,11.16071429,19461.75577,4340.191358,4.068323355,1562.082092,2020,1,13
"Eucalypt Tall Open","lightning",640,147.909995,-37.12,"Native forest",1,2.007142857,21.20357143,27.24285714,11.16071429,23196.59787,10441.62112,2.929540108,158.2408139,2020,1,13
"Eucalypt Medium Woodland","lightning",641,148.009995,-37.079995,"Native forest",1,0.842857143,19.81428571,25.19642857,11.88214286,25978.051,18060.64412,2.929540108,1210.299283,2020,1,13
"Eucalypt Medium Open","lightning",642,149.82001,-37.47,"Native forest",1,1.542857143,19.74285714,23.15357143,17.22857143,11830.38809,50184.60594,2.929540108,314.8282585,2020,1,13
"Eucalypt Medium Open","lightning",643,148.92,-37.38,"Native forest",1,2.178571429,19.32142857,26.11428571,14.075,20313.98866,3616.713005,2.929540108,725.3592567,2020,1,13
"Eucalypt Medium Open","lightning",644,148.42,-37.14,"Native forest",1,0.842857143,19.81428571,25.19642857,11.88214286,14544.65332,15275.9782,2.929540108,171.0637532,2020,1,13
"Eucalypt Medium Open","lightning",645,148.14,-36.75999,"Native forest",1,0.842857143,19.81428571,25.19642857,11.88214286,32219.61147,31569.72429,4.332080148,1441.614116,2020,1,13
"Eucalypt Medium Open","lightning",646,146.56,-36.74,"Native forest",1,2.435714286,23.78928571,31.88928571,13.98214286,11182.537,12838.50179,4.068323355,1371.896417,2020,1,13
"Eucalypt Medium Open","accident",647,147.415996,-36.972,"Native forest",1,3.085714286,22.23214286,17.50357143,8.960714286,4151.285203,17352.31293,2.929540108,36.06740575,2020,1,14
"Eucalypt Tall Open","lightning",648,148.588004,-37.684,"Native forest",1,0.528571429,20.25714286,26.69642857,14.93214286,13418.46395,7205.322661,4.068323355,36.79296551,2020,1,14
"Eucalypt Medium Open","lightning",649,148.425,-37.424995,"Native forest",1,0.935714286,19.56785714,25.06428571,11.65357143,24129.54246,16009.85176,2.929540108,782.4639128,2020,1,14
"Eucalypt Medium Woodland","lightning",650,147.36,-37.07999,"Native forest",1,2.092857143,20.95714286,26.98571429,10.90714286,3636.740535,5346.352082,2.929540108,221.993411,2020,1,14
"Eucalypt Medium Woodland","lightning",651,148.125,-37.205,"Native forest",1,0.935714286,19.56785714,25.06428571,11.65357143,12973.40139,8599.440697,2.929540108,2039.506937,2020,1,14
"Eucalypt Tall Open","lightning",652,148.1466667,-37.38,"Native forest",1,0.935714286,19.56785714,25.06428571,11.65357143,13571.98966,4475.214721,2.929540108,1824.164952,2020,1,14
"Eucalypt Medium Woodland","lightning",653,148.25,-36.99,"Native forest",1,0.935714286,19.56785714,25.06428571,11.65357143,21935.06772,25759.2015,2.929540108,1499.026577,2020,1,14
"Eucalypt Medium Open","lightning",654,146.7714243,-37.02285714,"Native forest",1,2.292857143,21.79642857,17.98928571,9.507142857,29628.52247,10555.73505,5.250054803,293.6747839,2020,1,14
"Acacia","accident",655,146.60001,-36.86,"Native forest",1,3.235714286,23.66428571,24.75,11.41428571,16522.9793,6290.483274,5.250054803,96.97352273,2020,1,14
"Eucalypt Medium Open","lightning",656,147.4999967,-37.04,"Native forest",1,2.092857143,20.95714286,26.98571429,10.90714286,6624.874051,18614.472,2.929540108,174.9023384,2020,1,14
"Eucalypt Medium Open","lightning",657,147.06,-37.25999,"Native forest",1,2.964285714,21.90714286,16.51785714,8.292857143,27872.3553,21668.13069,5.250054803,192.7858895,2020,1,14
"Eucalypt Tall Open","lightning",658,146.67999,-37.01,"Native forest",1,2.292857143,21.79642857,17.98928571,9.507142857,25511.50364,9695.990786,5.250054803,861.4509399,2020,1,14
"Non forest","lightning",659,141.2,-37.35,"Non forest",0,0.307142857,22.01785714,29.67857143,12.67142857,2601.3321,26042.06416,3.341769584,599.8843974,2020,1,14
"Eucalypt Tall Open","lightning",660,147.94,-36.8,"Native forest",1,2.092857143,20.95714286,26.98571429,10.90714286,27280.34263,28586.52016,4.332080148,2055.934092,2020,1,14
"Eucalypt Medium Woodland","lightning",661,147.4933333,-37.16666667,"Native forest",1,2.092857143,20.95714286,26.98571429,10.90714286,11783.07584,12520.33445,4.068323355,1877.865135,2020,1,14
"Eucalypt Medium Open","lightning",662,148.01999,-36.35,"Native forest",1,1.160714286,21.975,31.225,12.53928571,7756.339472,8639.243872,4.332080148,989.8355485,2020,1,14
"Eucalypt Medium Open","lightning",663,148.048,-36.612,"Native forest",1,1.160714286,21.975,31.35357143,12.55,26164.55443,13413.38186,4.332080148,1129.73714,2020,1,14
"Eucalypt Tall Open","lightning",664,147.7,-36.4,"Native forest",1,1.178571429,22.775,29.21785714,13.80357143,17346.11473,11291.74098,4.332080148,2099.291563,2020,1,14
"Eucalypt Tall Open","lightning",665,148.770005,-37.7,"Native forest",1,0.528571429,20.25714286,26.69642857,14.93214286,18332.97493,8623.263202,4.068323355,191.6258492,2020,1,14
"Eucalypt Medium Open","lightning",666,147.28,-37.34,"Native forest",1,2.092857143,20.95714286,26.98571429,10.90714286,13415.89814,1675.287516,4.068323355,1173.711934,2020,1,14
"Eucalypt Medium Woodland","lightning",667,147.43,-37.18,"Native forest",1,2.092857143,20.95714286,26.98571429,10.90714286,9889.531042,7413.209987,4.068323355,300.0915672,2020,1,14
"Eucalypt Medium Woodland","lightning",668,143.48,-38.55999667,"Native forest",1,0.585714286,19.91071429,22.15357143,15.66071429,6763.062929,12886.32566,5.822616729,493.1659448,2020,1,15
"Eucalypt Medium Open","lightning",669,148.0466733,-37.01333333,"Native forest",1,0.928571429,19.55,24.825,11.38928571,27654.33579,26159.70604,2.929540108,141.2224114,2020,1,15
"Eucalypt Tall Open","lightning",670,148.49,-37.4,"Native forest",1,0.928571429,19.55,24.825,11.38928571,20315.45197,19868.12208,2.929540108,86.31910058,2020,1,15
"Other native forest","lightning",671,141.62,-35.72,"Native forest",1,0.107142857,22.28571429,32.11071429,15.18571429,24574.37452,35219.3409,4.763162256,7456.221568,2020,1,15
"Eucalypt Tall Open","lightning",672,146.79999,-36.89,"Native forest",1,3.2,21.52857143,16.67857143,8.117857143,23917.02277,6615.998854,5.250054803,1177.138353,2020,1,16
"Eucalypt Medium Open","lightning",673,146.84,-36.89,"Native forest",1,3.2,21.52857143,16.67857143,8.117857143,21100.7694,4260.61068,4.068323355,1697.456742,2020,1,16
"Eucalypt Low Open","lightning",674,146.7549975,-37.025,"Native forest",1,2.292857143,21.38571429,17.55,9.217857143,30389.84328,11200.43939,5.250054803,1374.364551,2020,1,16
"Eucalypt Medium Open","lightning",675,147.66333,-36.32,"Native forest",1,1.157142857,22.36428571,26.01785714,14.08571429,11503.86555,15315.15513,4.332080148,860.3985518,2020,1,16
"Eucalypt Medium Closed","lightning",676,147.75,-36.5949975,"Native forest",1,1.157142857,22.63214286,29.00714286,13.31785714,23654.32942,9555.094627,4.332080148,1281.3572,2020,1,16
"Eucalypt Tall Closed","lightning",677,148.009995,-36.61,"Native forest",1,1.157142857,22.63214286,29.26428571,13.21428571,29132.11157,11294.48224,4.332080148,750.1905913,2020,1,16
"Non forest","lightning",678,147.88,-36.78,"Non forest",0,2.092857143,20.9,26.78928571,10.38571429,25061.74437,25684.08459,4.332080148,1422.083339,2020,1,16
"Eucalypt Tall Open","lightning",679,147.94,-36.8,"Native forest",1,2.092857143,20.9,26.78928571,10.38571429,27280.34263,28586.52016,4.332080148,2055.934092,2020,1,16
"Non forest","lightning",680,141.9399967,-37.51,"Non forest",0,0.657142857,19.85357143,28.675,13.18214286,3703.991346,22779.45388,3.341769584,228.2793669,2020,1,17
"Non forest","accident",681,145.38,-38.35,"Non forest",0,1.085714286,19.525,25.74642857,17.2,8885.849824,53848.57675,3.341769584,2.783380235,2020,1,18
"Eucalypt Medium Open","lightning",682,148.16,-36.72,"Native forest",1,0.842857143,19.12142857,24.85714286,11.31071429,27457.05224,29046.75341,4.332080148,4007.952697,2020,1,18
"Eucalypt Medium Open","lightning",683,147.689995,-36.35,"Native forest",1,0.8,21.74642857,26.05357143,14.18214286,15169.89539,16440.31047,4.332080148,1085.621605,2020,1,18
"Eucalypt Medium Open","lightning",684,147.71,-36.5699975,"Native forest",1,0.757142857,22.17142857,28.91071429,13.17857143,19493.69128,11725.52491,4.332080148,1907.832351,2020,1,18
"Other native forest","lightning",685,142.13,-37.06,"Native forest",1,0.642857143,20.79642857,29.96071429,14.14285714,8050.6254,19037.05865,3.341769584,1195.019469,2020,1,18
"Eucalypt Tall Open","lightning",686,147.67999,-36.4,"Native forest",1,0.757142857,22.17142857,28.91071429,13.17857143,20501.01324,12478.40067,4.332080148,1527.999025,2020,1,18
"Non forest","lightning",687,141.9833308,-35.7633325,"Non forest",0,0.135714286,22.70357143,33.64642857,16.43571429,6546.439738,65343.85072,4.763162256,1198.983649,2020,1,18
"Eucalypt Medium Woodland","accident",688,142.239996,-37.136,"Native forest",1,1.378571429,20.475,21.76785714,10.77857143,3594.075221,17033.27117,3.341769584,427.3810578,2020,1,18
"Eucalypt Medium Woodland","lightning",689,142.332004,-37.204,"Native forest",1,1.378571429,20.475,21.76785714,10.77857143,11357.59701,22025.41134,3.341769584,392.6170977,2020,1,18
"Eucalypt Mallee Woodland","lightning",690,141.92,-35.64,"Native forest",1,0.135714286,22.70357143,33.64642857,16.43571429,18808.47942,55270.99589,4.763162256,1971.422782,2020,1,18
"Eucalypt Tall Closed","lightning",691,148.110005,-36.5,"Native forest",1,1.078571429,21.44285714,31.08571429,11.68571429,17664.06141,14468.06025,4.332080148,185.5085283,2020,1,19
"Eucalypt Medium Woodland","lightning",692,148.223996,-36.988,"Native forest",1,1.228571429,18.55,24.19285714,10.98571429,22448.18792,26333.99541,2.929540108,572.4910999,2020,1,19
"Eucalypt Medium Closed","accident",693,144.60001,-37.249995,"Native forest",1,1.364285714,21.92142857,29.27142857,13.37142857,5361.243667,1694.961912,4.031392859,29.12646974,2020,1,19
"Eucalypt Mallee Woodland","lightning",694,141.07,-36.61,"Native forest",1,0.285714286,21.18928571,29.21785714,13.65357143,14535.55012,84569.99455,4.585117897,37.70913663,2020,1,21
"Eucalypt Tall Open","lightning",695,149.49,-37.32,"Native forest",1,0.992857143,20.575,25.06785714,15.79285714,24649.04753,33808.45526,2.929540108,935.1480576,2020,1,22
"Eucalypt Medium Open","lightning",696,149.29999,-37.42,"Native forest",1,1.985714286,19.61428571,25.675,12.85,21350.82749,16722.07088,2.929540108,806.5917119,2020,1,22
"Eucalypt Medium Open","lightning",697,149.1333333,-37.28666667,"Native forest",1,1.985714286,19.61428571,25.675,12.85,24631.37902,8436.816071,2.929540108,747.4116556,2020,1,22
"Eucalypt Tall Open","lightning",698,149.22,-37.43999,"Native forest",1,1.985714286,19.61428571,25.675,12.85,15770.28131,15072.45368,2.929540108,692.3179102,2020,1,22
"Eucalypt Tall Open","lightning",699,148.969995,-37.67,"Native forest",1,1.146428571,20.76428571,26.35714286,16.1,9689.509443,15048.8714,2.929540108,79.54190751,2020,1,22
"Eucalypt Medium Open","lightning",700,149.29999,-37.37,"Native forest",1,1.985714286,19.61428571,25.675,12.85,25949.81094,22233.60062,2.929540108,1203.101762,2020,1,22
"Eucalypt Medium Open","lightning",701,148.770005,-37.75999667,"Native forest",1,0.485714286,19.88571429,26.825,14.01071429,17208.45464,13762.80459,4.068323355,189.2143827,2020,1,22
"Eucalypt Tall Open","lightning",702,149.1175025,-37.2762475,"Native forest",1,1.985714286,19.30714286,25.61428571,12.98571429,23159.64915,9087.485083,2.929540108,230.8132506,2020,1,23
"Eucalypt Medium Open","lightning",703,149.25,-37.429995,"Native forest",1,1.985714286,19.30714286,25.61428571,12.98571429,17940.49525,15562.22718,2.929540108,2419.510682,2020,1,23
"Eucalypt Medium Open","lightning",704,149.3222244,-37.36666667,"Native forest",1,1.985714286,19.30714286,25.61428571,12.98571429,27322.1536,22903.06495,2.929540108,1.391030417,2020,1,23
"Eucalypt Medium Open","lightning",705,148.9549925,-37.69,"Native forest",1,1.296428571,19.98214286,26.1,16.275,7470.769003,15757.60972,2.929540108,610.4444343,2020,1,24
"Eucalypt Medium Open","lightning",706,148.82001,-37.7,"Native forest",1,0.485714286,19.13928571,26.77142857,14.34642857,14217.9485,12460.41499,4.068323355,478.6474051,2020,1,24
"Eucalypt Medium Woodland","lightning",707,148.2133333,-36.98666667,"Native forest",1,1.207142857,18.51071429,24.53571429,11.01071429,22780.53418,26680.9641,2.929540108,1469.743872,2020,1,24
"Other native forest","lightning",708,148.7333267,-37.76666,"Native forest",1,0.485714286,19.18214286,26.90357143,14.375,18199.37019,13182.47554,4.068323355,444.612084,2020,1,25
"Other native forest","lightning",709,148.7433317,-37.77332833,"Native forest",1,0.485714286,18.81071429,26.87142857,14.51428571,18965.95302,14151.51597,4.068323355,988.911908,2020,1,26
"Eucalypt Medium Open","lightning",710,148.909995,-37.37,"Native forest",1,1.935714286,18.67857143,25.7,13.15357143,19177.83052,4101.669048,2.929540108,826.9373701,2020,1,26
"Eucalypt Medium Open","lightning",711,148.2074987,-37.0125,"Native forest",1,1.2,18.36428571,24.76785714,11.11071429,20121.3474,24033.41389,2.929540108,585.7576743,2020,1,26
"Eucalypt Medium Woodland","lightning",712,148.16,-36.96,"Native forest",1,1.2,18.36428571,24.76785714,11.11071429,27004.31107,30911.75797,2.929540108,2002.633533,2020,1,26
"Eucalypt Medium Open","lightning",713,148.0733333,-37.49,"Native forest",1,1.614285714,18.63571429,25.725,14.56071429,8914.665628,12466.88522,4.068323355,188.3326433,2020,1,26
"Eucalypt Medium Open","lightning",714,149.2199967,-37.68,"Native forest",1,1.285714286,19.425,25.86428571,16.34642857,13515.19778,8854.055691,2.929540108,2077.448874,2020,1,26
"Eucalypt Medium Open","lightning",715,149.43,-37.34,"Native forest",1,1.935714286,18.67857143,25.7,13.15357143,27271.56287,29070.01324,2.929540108,3984.848604,2020,1,26
"Eucalypt Medium Woodland","lightning",716,148.2024975,-36.9825,"Native forest",1,1.242857143,17.59642857,24.075,10.91785714,23457.02724,27366.05151,2.929540108,2339.670415,2020,1,28
"Eucalypt Tall Open","lightning",717,149.14,-37.2,"Native forest",1,1.964285714,17.31428571,24.925,12.90357143,15832.26859,17796.66013,4.332080148,2149.117894,2020,1,28
"Eucalypt Tall Closed","lightning",718,149.06,-37.31,"Native forest",1,1.964285714,17.31428571,24.925,12.90357143,26320.23697,5977.877034,2.929540108,940.7556138,2020,1,28
"Eucalypt Medium Open","lightning",719,148.068,-37.504,"Native forest",1,1.614285714,17.54642857,25.20357143,14.39285714,9325.397899,14082.187,4.068323355,456.7846299,2020,1,28
"Eucalypt Tall Closed","lightning",720,148.090005,-36.53,"Native forest",1,0.7,21.475,31.49285714,10.87142857,19675.03693,12544.20981,4.332080148,515.1166758,2020,1,28
"Other native forest","lightning",721,148.78,-37.78,"Native forest",1,0.492857143,17.60357143,26.51785714,14.57142857,16510.42956,16140.31106,4.068323355,258.1143498,2020,1,28
"Eucalypt Medium Open","lightning",722,149.44,-37.34,"Native forest",1,1.964285714,17.31428571,24.925,12.90357143,26544.35539,29513.67606,2.929540108,2895.566809,2020,1,28
"Eucalypt Tall Open","lightning",723,149.38,-37.39,"Native forest",1,1.964285714,17.31428571,24.925,12.90357143,28617.63092,22076.13512,2.929540108,948.7906861,2020,1,28
"Eucalypt Medium Open","lightning",724,149.2657171,-37.37714286,"Native forest",1,1.964285714,17.20714286,24.68928571,12.71071429,23813.67114,15472.84662,2.929540108,3269.926235,2020,1,29
"Eucalypt Medium Open","accident",725,147.86,-37.43999,"Native forest",1,1.614285714,17.37857143,24.87142857,14.20357143,7515.757572,12263.68159,4.068323355,75.99863494,2020,1,29
"Non forest","lightning",726,146.54001,-36.93999,"Non forest",0,0.75,20.39285714,24.69285714,10.92142857,18335.40964,17538.15362,5.449252113,364.8816802,2020,1,29
"Eucalypt Tall Open","lightning",727,148.23999,-37.42,"Native forest",1,1.242857143,17.62142857,23.79642857,10.65714286,10802.88182,4079.858392,2.929540108,290.1043172,2020,1,29
"Eucalypt Tall Closed","lightning",728,149.08,-37.34,"Native forest",1,1.964285714,17.20714286,24.68928571,12.71071429,26497.08899,2209.455538,2.929540108,860.7725986,2020,1,29
"Eucalypt Tall Open","lightning",729,148.89999,-37.36,"Native forest",1,1.964285714,17.18571429,24.34285714,12.48571429,18082.95643,4963.742607,2.929540108,162.7669569,2020,1,30
"Eucalypt Tall Open","lightning",730,148.14,-37.38,"Native forest",1,1.242857143,17.71428571,23.48928571,10.39285714,13684.74033,3878.956229,2.929540108,1216.974844,2020,1,30
NA,"lightning",731,149.12,-37.78,NA,NA,1.285714286,18.05714286,25,15.89642857,14343.04058,6549.392721,2.929540108,307.9430588,2020,1,30
"Eucalypt Tall Woodland","lightning",732,149.01999,-37.28,"Native forest",1,1.964285714,17.18571429,24.34285714,12.48571429,18933.60636,10768.38194,2.929540108,303.6969068,2020,1,30
"Eucalypt Tall Open","lightning",733,148.909995,-37.67,"Native forest",1,1.285714286,18.05714286,25,15.89642857,10737.80653,19428.15675,2.929540108,1594.86816,2020,1,30
"Eucalypt Medium Open","lightning",734,148.12,-37.22,"Native forest",1,1.242857143,17.71428571,23.48928571,10.39285714,13765.44107,6874.475406,2.929540108,480.7765368,2020,1,30
"Eucalypt Medium Open","lightning",735,148.66,-37.64,"Native forest",1,0.492857143,17.51428571,25.56785714,13.57857143,20753.34155,3329.754694,4.068323355,52.63138661,2020,1,30
"Eucalypt Medium Open","lightning",736,148.73999,-37.62,"Native forest",1,0.492857143,17.51428571,25.56785714,13.57857143,25046.85194,5470.535452,2.929540108,629.4106759,2020,1,30
"Eucalypt Medium Open","accident",737,146.166664,-37.89999867,"Native forest",1,0.964285714,17.04642857,15.09642857,7.007142857,11066.21657,12853.20189,4.031392859,43.32900922,2020,1,30
"Eucalypt Medium Woodland","accident",738,148.0099988,-37.09499625,"Native forest",1,1.242857143,17.71428571,23.48928571,10.39285714,25259.35906,16576.23589,2.929540108,53.19709973,2020,1,30
"Eucalypt Medium Closed","lightning",739,147.4711067,-37.43777333,"Native forest",1,0.671428571,18.90714286,26.075,9.364285714,19865.5361,5018.315257,4.068323355,969.206399,2020,1,30
"Eucalypt Tall Open","accident",740,146.22,-37.97,"Native forest",1,0.939285714,17.46071429,15.45357143,7.032142857,12085.5784,10257.04493,4.031392859,140.6859609,2020,1,30
"Eucalypt Medium Open","lightning",741,147.77,-36.64166667,"Native forest",1,1.328571429,22.00714286,28.07857143,11.45,27230.36931,12719.13459,4.304380976,1170.234211,2020,2,1
"Eucalypt Tall Open","lightning",742,149.1733267,-37.23333333,"Native forest",1,1.964285714,17.85,24.42142857,12.28214286,20511.1473,15331.69861,2.362813532,268.6971954,2020,2,1
"Eucalypt Tall Open","lightning",743,148.8874963,-37.3975,"Native forest",1,1.964285714,17.85,24.42142857,12.28214286,18206.64438,910.7939313,2.362813532,228.302841,2020,2,1
